,Date,Year,Type,Country,Area,Location,Activity,Sex ,Age,Fatal (Y/N),Time,Species 
4544,Aug-1948,1948,Provoked,BAHAMAS,Bimini Islands,Lerner Marine Laboratory,SPEARING A SHARK,M,41,N,Unknown,LEMON SHARK
4545,01-Jul-1948,1948,Unprovoked,USA,US Virgin Islands,"St. John, Genti Bay",SWIMMING/DIVING,M,46,Y,Unknown,Unknown
4546,Reported 06-Jun-1948,1948,Unprovoked,NORTHERN MARIANA ISLANDS,Saipan,Unknown,SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
4547,10-May-1948,1948,Provoked,IRAN,Shatt-al-Arab River,Unknown,FISHING,M,38,N,Unknown,Unknown
4548,10-Apr-1948,1948,Provoked,SOUTH AFRICA,Western Cape Province,Gansbaai,SURFING/WATERSPORTS,M,Unknown,N,Unknown,Unknown
4549,"Reported 13-Mar-1948 ""Bitten last weekend",1948,Unprovoked,KENYA,Coast Province,Mombasa,UNKNOWN,M,Unknown,Y,Unknown,Unknown
4550,11-Mar-1948,1948,Uncertain,SENEGAL,Cap Vert Peninsula,Between Joal & Sangomar near Dakar,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown
4551,Mar-1948,1948,Provoked,PAPUA NEW GUINEA,"New Ireland Province, Bismarck Archipelago","Punam Passage, Rataman census div, Namatanai",FISHING,M,30,N,Unknown,GREY SHARK
4552,13-Feb-1948,1948,Uncertain,USA,Texas,"Gulf of Mexico between Brownsville & Carmen, Mexico","C47 AIRCRAFT CARRYING 5,000 LBS OF ICE DITCHED IN THE SEA",M,Unknown,Y,Unknown,Unknown
4553,12-Feb-1948,1948,Unprovoked,AUSTRALIA,New South Wales,"Stockton Beach, Newcastle",SWIMMING/DIVING,M,16,Y,Unknown,Unknown
4554,25-Jan-1948,1948,Unprovoked,AUSTRALIA,New South Wales,"Mona Vale, near Sydney",SURFING/WATERSPORTS,M,Unknown,N,Unknown,Unknown
4555,Summer 1948,1948,Provoked,USA,Florida,Biscayne Bay,UNDERWATER PHOTOGRAPHY,M,48,N,Afternoon,NURSE SHARK
4556,1948,1948,Unprovoked,NEW GUINEA,Morobe Province,Finschafen  ,FISHING,M,Unknown,N,Unknown,Unknown
4557,1948,1948,Provoked,PAPUA NEW GUINEA,Bougainville (North Solomons),"Tung Island, off the west coast of Buka Island",FISHING,M,Unknown,N,Unknown,Unknown
4558,1948,1948,Uncertain,SOUTH AFRICA,Western Cape Province,False Bay,FISHING,Unknown,Unknown,N,Unknown,Unknown
4559,21-Dec-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Watson Taylor's Lake, 25 miles south of Port Macquarie",FISHING,M,9,N,P.M.,NURSE SHARK
4560,Reported 15-Dec-1947,1947,Uncertain,SOUTH AFRICA,KwaZulu-Natal,Durban,UNKNOWN,Unknown,Unknown,Unknown,Unknown,Unknown
4561,Dec-1947,1947,Unprovoked,SENEGAL,Unknown,"Tiaroye, near Dakar, Cap Vert Peninsula",SWIMMING/DIVING,M,Unknown,Y,11h00,TIGER SHARK
4562,23-Nov-1947,1947,Uncertain,AUSTRALIA,South Australia,3 miles out to sea off Glenelg,FISHING,Unknown,Unknown,N,Unknown,Unknown
4563,14-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",SURFING/WATERSPORTS,M,17,N,Dusk,Unknown
4564,14-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Knobby's Beach, Newcastle",SURFING/WATERSPORTS,M,16,N,Dusk,Unknown
4565,08-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",SWIMMING/DIVING,M,12,Y,16h00,Unknown
4566,08-Nov-1947,1947,Unprovoked,AUSTRALIA,New South Wales,"Maria River, Port Macquarie, 12 miles from river mouth",SWIMMING/DIVING,M,13,N,16h00,Unknown
4567,Nov-1947,1947,Unprovoked,AUSTRALIA,Queensland,Moreton Bay,UNKNOWN,M,78,Y,Unknown,Unknown
4568,28-Oct-1947,1947,Unprovoked,AUSTRALIA,Northern Territory,"Mornington Island, Gulf of Carpentaria",FISHING,M,Unknown,N,Unknown,Unknown
4569,10-Oct-1947,1947,Unprovoked,BRAZIL,Pernambuco,Piedade,SWIMMING/DIVING,M,25,Y,Unknown,Unknown
4570,04-Aug-1947,1947,Unprovoked,USA,Florida,In a canal 10 miles north of St Augustine,SWIMMING/DIVING,M,20,Y,A.M.,Unknown
4571,Reported 27-Jul-1947,1947,Provoked,USA,California,"Santa Monica, Los Angeles County",FISHING,M,46,N,Unknown,SMALL SHARK
4572,Reported 24-Jul-1947,1947,Unprovoked,AUSTRALIA,Northern Territory,Darwin Harbour,SWIMMING/DIVING,M,Unknown,N,Unknown,SMALL SHARK
4573,15-Jul-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",SWIMMING/DIVING,M,20,N,Morning,Unknown
4574,Jul-1947,1947,Uncertain,GREECE,Carpathian Sea,Dodecanese Islands,SURFING/WATERSPORTS,M,Unknown,Unknown,Unknown,Unknown
4575,27-Jun-1947,1947,Unprovoked,USA,Hawaii,"Off Waianae, O'ahu",FISHING,M,35,N,10h30,Unknown
4576,16-Jun-1947,1947,Uncertain,AUSTRALIA,New South Wales,Coogee,FISHING,Unknown,Unknown,N,Unknown,TIGER SHARK
4577,Reported 13-May-1947,1947,Unprovoked,KENYA,Coast Province,"Kilindini Harbor, Mombasa",SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
4578,20-Apr-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",TREADING WATER,M,21,N,12h00,KG SHARK
4579,11-Apr-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Rocket Hut Beach, Durban",SURFING/WATERSPORTS,M,14,N,17h30,Unknown
4580,06-Apr-1947,1947,Unprovoked,AUSTRALIA,New South Wales,Palm Beach,SURFING/WATERSPORTS,M,17,N,Unknown,Unknown
4581,Apr-1947,1947,Provoked,PACIFIC OCEAN,Unknown,Off Central American coast at 8N.79W,"MOVING SHARK FROM TUNA VESSEL WHEN BOAT ROLLED, PLACING BOTH MAN & SHARK IN CHEST-DEEP WATER",M,29,N,11h00,Unknown
4582,12-Mar-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",SWIMMING/DIVING,M,18,N,16h10,Unknown
4583,09-Mar-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",TREADING WATER,M,22,N,12h00,BLACKTIP SHARK
4584,23-Feb-1947,1947,Uncertain,AUSTRALIA,Queensland,Palm Beach,FISHING,Unknown,Unknown,N,Unknown,Unknown
4585,Reported 06-Feb-1947,1947,Provoked,BAHAMAS,New Providence Island,Cable Beach,ATTEMPTING TO RIDE A SHARK,M,Unknown,N,Unknown,Unknown
4586,Feb-1947,1947,Unprovoked,BRAZIL,Rio de Janeiro,Copacabana,SWIMMING/DIVING,Unknown,Unknown,Y,Unknown,Unknown
4587,14-Jan-1947,1947,Uncertain,AUSTRALIA,New South Wales,"Berry's Bay, Sydney Harbour",ROWING,Unknown,17 & 16,N,Unknown,Unknown
4588,05-Jan-1947,1947,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",TREADING WATER,M,18,N,15h50,Unknown
4589,28-Dec-1946,1946,Unprovoked,AUSTRALIA,South Australia,Glenelg,SWIMMING/DIVING,M,23,N,Unknown,Unknown
4590,Reported 24-Dec-1946,1946,Uncertain,AUSTRALIA,Queensland,"Auckland Creek, Gladstone",UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
4591,20-Nov-1946,1946,Unprovoked,AUSTRALIA,Torres Strait,40 miles off Thursday Island,SWIMMING/DIVING,M,30,Y,Unknown,Unknown
4592,Reported 26-Oct-1946,1946,Unprovoked,MARSHALL ISLANDS,Kwajalein,Unknown,FISHING,M,Unknown,Y,Unknown,Unknown
4593,14-Oct-1946,1946,Unprovoked,AUSTRALIA,New South Wales,"Marks Point, Swan Bay, Lake Macquarie",SWIMMING/DIVING,M,15,N,Unknown,Unknown
4594,24-Aug-1946,1946,Unprovoked,ISRAEL,Gaza,Jura Village,FISHING,M,15,N,Unknown,Unknown
4595,18-Aug-1946,1946,Unprovoked,AUSTRALIA,Queensland,"Ellis Beach, 20 miles from Cairns",SWIMMING/DIVING,M,30,Y,15h20,Unknown
4596,18-Jul-1946,1946,Unprovoked,IRAN,Khuzestan Province,"Dorquain, on the Karun River",FISHING,M,12,N,Unknown,Unknown
4597,18-Jul-1946,1946,Unprovoked,IRAN,Khuzestan Province,"Ahvaz, on the Karun River, 275 km from the sea",SWIMMING/DIVING,M,12,N,Unknown,Unknown
4598,28-Jun-1946,1946,Unprovoked,INDIA,Unknown,Chennai,SWIMMING/DIVING,M,14,N,Unknown,Unknown
4599,09-May-1946,1946,Unprovoked,TANZANIA,Dar-es-Salaam ,Dar-es-Salaam harbor,SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
4600,19-Apr-1946,1946,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",SWIMMING/DIVING,M,17,Y,13h30,Unknown
4601,Apr-1946,1946,Uncertain,AUSTRALIA,South Australia,Port Newby,FISHING,Unknown,Unknown,N,Unknown,Unknown
4602,20-Mar-1946,1946,Uncertain,AUSTRALIA,South Australia,Grange,FISHING,M,28,N,19h00,Unknown
4603,16-Feb-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"South Beach, Durban",TREADING WATER,M,21,N,16h00,Unknown
4604,10-Feb-1946,1946,Unprovoked,AUSTRALIA,Western Australia,"City Beach, Perth",STANDING,M,18,N,12h15,WHITE SHARK
4605,10-Feb-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",SWIMMING/DIVING,M,18,N,09h15,Unknown
4606,24-Jan-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",TREADING WATER,M,15,N,17h15,Unknown
4607,24-Jan-1946,1946,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Battery Beach, Durban",SWIMMING/DIVING,M,Unknown,N,Afternoon,Unknown
4608,17-Jan-1946,1946,Unprovoked,AUSTRALIA,Queensland,Townsville,UNKNOWN,M,12,N,Unknown,SMALL SHARK
4609,07-Jan-1946,1946,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,JUMPING IN SWELLS,M,18,N,12h00,Unknown
4610,05-Jan-1946,1946,Unprovoked,AUSTRALIA,New South Wales,"Oatley Bay near Como, Georges River",SWIMMING/DIVING,F,14,Y,Unknown,Unknown
4611,01-Jan-1946,1946,Unprovoked,SOUTH AFRICA,Eastern Cape Province,"Pollock Beach, Port Elizabeth",SURFING/WATERSPORTS,M,24,N,A.M.,Unknown
4612,1946,1946,Uncertain,SOUTH AFRICA,Western Cape Province,Plettenberg Bay,UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
4613,1946,1946,Uncertain,SOUTH AFRICA,Western Cape Province,Table Bay,UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
4614,1946,1946,Unprovoked,PERSIAN GULF,"""Head of the Gulf""",Unknown,BITTEN AFTER DHOW SHIPWRECKED,F,Unknown,N,Unknown,Unknown
4615,23-Sep-1945,1945,Unprovoked,HONG KONG,Unknown,Tweed Beach,SWIMMING/DIVING,M,Unknown,Y,"""shortly before dusk""",Unknown
4616,19-Sep-1945,1945,Uncertain,OKINAWA,Unknown,Unknown,SWIMMING/DIVING,M,20,N,Unknown,Unknown
4617,16-Sep-1945,1945,Uncertain,JAPAN,Ryukyu,Unknown,SWIMMING/DIVING,M,Unknown,Y,Unknown,Unknown
4618,06-Sep-1945,1945,Unprovoked,IRAN,Shatt-al-Arab River,Bashamir,SWIMMING/DIVING,M,13,N,Unknown,Unknown
4619,19-Aug-1945,1945,Unprovoked,IRAN / IRAQ,Shatt-al-Arab River,Vicinity of Abadan,UNKNOWN,M,Unknown,N,Unknown,Unknown
4620,06-Aug-1945,1945,Unprovoked,USA, North Carolina,Ocracoke,UNKNOWN,Unknown,Unknown,Y,Unknown,Unknown
4621,30-Jul-1945,1945,Uncertain,PHILIPPINES,In transit between Tinian and Leyte,200 miles Leyte,AMERICAN CRUISER INDIANAPOLIS TORPEDOED & SUNK BY THE JAPANESE SUBMARINE I-58,Unknown,Unknown,Y,Unknown,Unknown
4622,Jul-1945,1945,Uncertain,JAVA,Northern Java,Off Cheribon,"90 EUROPEAN CIVILIANS, MANY WOMEN & CHILDREN, WERE PLACED ON THE DECK OF A JAPANESE SUBMARINE THAT SUBMERGED WHEN IT WAS WELL OFFSHORE",Unknown,Unknown,Y,Dusk,Unknown
4623,15-Jun-1945,1945,Unprovoked,AUSTRALIA,Queensland,"Trinity Beach, Cairns",SWIMMING/DIVING,M,Unknown,Y,16h00,Unknown
4624,08-May-1945,1945,Unprovoked,USA,North Carolina,"Ocracoke Inlet, Carteret County",SWIMMING/DIVING,M,Unknown,Y,Unknown,Unknown
4625,06-Mar-1945,1945,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Scottburgh,WALKING,M,37,N,16h30,ZAMBESI SHARK
4626,05-Feb-1945,1945,Unprovoked,ISRAEL,Tel Aviv,Unknown,SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
4627,1945,1945,Unprovoked,JAMAICA,Unknown,Unknown,SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
4628,1945,1945,Unprovoked,CUBA,Havana Province,Cojimar,"PLAYING ON ROCK, SLIPPED & FELL INTO THE WATER",M,Unknown,Y,Unknown,Unknown
4629,1945,1945,Unprovoked,PANAMA,Colon Province,"Mouth of Rio Dudio, 50 miles west of the city of Colon",SWIMMING/DIVING,F,8 or 10,N,Unknown,Unknown
4630,1945,1945,Unprovoked,IRAQ,Basrah,Shatt-al Arab River,SWIMMING/DIVING,M,15,N,12h00,BULL SHARK
4631,Between 18 & 22-Dec 1944,1944,Uncertain,PHILIPPINES,300 miles east of Luzon,USS Hull DD-350 was one of 3 destroyers that capsized in Typhoon Cobra,SWIMMING/DIVING,M,19,N,Unknown,Unknown
4632,02-Dec-1944,1944,Provoked,USA,Florida,3 miles north of the inlet at Palm Beach,FISHING,Unknown,Unknown,N,Unknown,TIGER SHARK
4633,08-Nov-1944,1944,Uncertain,SIERRA LEONE,Western Area,Freetown,UNKNOWN,M,18,Y,Unknown,Unknown
4634,01-Nov-1944,1944,Uncertain,AUSTRALIA,Queensland,Maroochydore Beach,SWIMMING/DIVING,M,Unknown,Unknown,Unknown,Unknown
4635,26-Oct-1944,1944,Uncertain,PHILIPPINES,Unknown,Unknown,"USS GAMBIER BAY CVE-73  SHELLED & SUNK  AT 09H57 ON 10/24/1944, BY JAPANES FLEET ENROUTE TO ATTACK THE ALLIED LANDING FORCE AT LEYTE.",M,Unknown,Y,Unknown,Unknown
4636,26-Oct-1944,1944,Uncertain, PHILIPPINES,Bernardino Strait near Gulf of Leyte,Unknown,SWIMMING/DIVING,M,Unknown,Y,Unknown,Unknown
4637,25-Oct-1944,1944,Uncertain,PHILIPPINES,Off Samar Island in the Gulf of Leyte,Unknown,SWIMMING/DIVING,M,Unknown,Y,Unknown,Unknown
4638,25-Oct-1944,1944,Unprovoked,PHILIPPINES,Unknown,Off Cape Engano,PARACHUTED INTO PACIFIC,M,Unknown,N,Unknown,Unknown
4639,24-Oct-1944,1944,Uncertain,Unknown,Unknown,225 miles east of Hong Kong,SURFING/WATERSPORTS,M,Unknown,Y,>17h30,Unknown
4640,Reported 23-Oct-1944,1944,Uncertain,AUSTRALIA,Queensland,Tewantin,FISHING,Unknown,Unknown,N,Unknown,Unknown
4641,03-Sep-1944,1944,Unprovoked,USA,Maryland,North Beach,SWIMMING/DIVING,M,13,N,Unknown,Unknown
4642,Sep-1944,1944,Unprovoked,CARIBBEAN SEA,Unknown,Unknown,SURFING/WATERSPORTS,M,Unknown,Y,Unknown,Unknown
4643,20-Aug-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Margate,SWIMMING/DIVING,M,19,Y,14h00,Unknown
4644,22-Jul-144,unknown,Unprovoked,SOUTH AFRICA,Western Cape Province,Hartenbos,SWIMMING/DIVING,M,17,Y,16h30,WHITE SHARK
4645,23-Jun-1944,1944,Uncertain,NORTH PACIFIC OCEAN,Unknown,Aircraft went down on 6/12/1944. He survived on raft for 11 days and was 150 miles off Guam when rescued,UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
4646,31-May-1944,1944,Unprovoked,USA,Florida,"Atlantic Beach, Mayport,  Duval County",SWIMMING/DIVING,F,15,N,Unknown,BLACKTIP SHARKSPINNER SHARK
4647,Reported 24-May-1944,1944,Unprovoked,SAMOA,Unknown,Unknown,UNKNOWN,Unknown,Unknown,N,Unknown,Unknown
4648,04-May-1944,1944,Unprovoked,PANAMA,Caribbean Sea,Unknown,SURFING/WATERSPORTS,M,Unknown,Y,Unknown,WHITE SHARK
4649,Apr-1944,1944,Unprovoked,NICARAGUA,Lake Nicaragua (fresh water),Unknown,UNKNOWN,Unknown,Unknown,Y,Unknown,BULL SHARK
4650,26-Mar-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",TREADING WATER,M,18,N,17h30,Unknown
4651,26-Mar-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",STANDING,M,23,Y,10h00,Unknown
4652,14-Mar-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Country Club Beach, Durban",TREADING WATER,M,16,N,17h30,Unknown
4653,27-Feb-1944,1944,Unprovoked,SOUTH AFRICA,Western Cape Province,False Bay,TREADING WATER,M,Unknown,N,>14h30,Unknown
4654,18-Feb-1944,1944,Unprovoked,INDIA,Unknown,"Triplicane Beach, Chennai",SWIMMING/DIVING,M,12,Y,Unknown,Unknown
4655,20-Jan-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",SURFING/WATERSPORTS,M,22,Y,13h15,Unknown
4656,16-Jan-1944,1944,Uncertain,AUSTRALIA,Western Australia,"Cottesloe, Perth",FISHING,M,Unknown,N,Unknown,Unknown
4657,14-Jan-1944,1944,Unprovoked,AUSTRALIA,New South Wales,"First Beach, Forster",SURFING/WATERSPORTS,M,14,N,17h00,Unknown
4658,04-Jan-1944,1944,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",SWIMMING/DIVING,M,26,Y,17h50,Unknown
4659,Some time between Apr & Nov-1944,1944,Uncertain,SOUTH PACIFIC OCEAN,Unknown,Unknown,ADRIFT ON RAFT,M,Unknown,Y,Unknown,Unknown
4660,1944,1944,Uncertain,ITALY,Adriatic Sea,Unknown,B-24 AIRCRAFT CRASHED  INTO THE SEA,M,Unknown,Y,Unknown,Unknown
4661,1944,1944,Unprovoked,NEW GUINEA,Pacific Ocean,Unknown,SURFING/WATERSPORTS,M,Unknown,Y,Unknown,Unknown
4662,12-Dec-1943,1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"Inyoni Rocks, Amazimtoti ",TREADING WATER,M,17,Y,11h30,Unknown
4663,04-Dec-1943,1943,Uncertain,USA,South Carolina,Off Charleston,THE CUBAN FREIGHTER LIBERTAD WAS TORPEDOED AND SUNK BY THE GERMAN SUBMARINE U-129,M,Unknown,Y,Unknown,Unknown
4664,21-Nov-1943,1943,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Kei River Mouth,SURFING/WATERSPORTS,M,Unknown,N,Unknown,Unknown
4665,11-Nov-1943,1943,Uncertain,PACIFIC OCEAN,Near the Fiji Islands,22º08'S  : 178º06'W,THE 6711-TON AMERICAN FREIGHTER & TROOP TRANSPORT CAPE SAN JUAN WAS TORPEDOED BY THE JAPANESE SUBMARINE I-21,M,Unknown,Y,Unknown,Unknown
4666,26-Oct-1943,1943,Uncertain,USA,Florida,Victim was on said to be on tanker that collided off Florida coast on 10-20-1943,UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
4667,23-Sep-1943,1943,Unprovoked,PANAMA,Gulf of Panama,"North shore of Rey Island, Las Perlas archipelago",SURFING/WATERSPORTS,M,20,Y,14h35,WHITE SHARK
4668,Aug-1943,1943,Uncertain,ITALY,40 miles south of Naples ,Tyrrhenian Sea,SURFING/WATERSPORTS,M,Unknown,N,Unknown,Unknown
4669,18-Jul-1943,1943,Uncertain,USA,Florida,"40 miles off Islamorada, near Cay Sal",TREADING WATER AFTER SURVIVNG CRASH OF THE US NAVY AIRSHIP K-74 THAT WAS HIT BY THE GERMAN SUBMARINE U-134,M,Unknown,Y,Unknown,Unknown
4670,Jul-1943,1943,Uncertain,PORTUGAL,Unknown,Sines,FISHING,Unknown,Unknown,N,Unknown,Unknown
4671,Jul-1943,1943,Uncertain,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",SWIMMING/DIVING,M,68,Unknown,Between 11h00 & 12h00,Unknown
4672,16-Jun-1943,1943,Uncertain,AUSTRALIA,Tasmania,Triabunna,FISHING,M,18,N,Unknown,WHITE SHARK
4673,27-May-1943,1943,Uncertain,PACIFIC OCEAN,Unknown,Unknown,B-24 CRASHED DURING A SEARCH MISSION. SURVIVORS IN RAFT FOR 47 DAYS ,M,Unknown,Unknown,Unknown,Unknown
4674,17-May-1943,1943,Uncertain,CENTRAL PACIFIC,Unknown,68 miles east of Wallis Island,"S2N NAVY SCOUT PLANE WENT DOWN, E.H. ALMOND & LIEUT A.G. READING IN WATER",M,26,N,Unknown,Unknown
4675,17-May-1943,1943,Uncertain,CENTRAL PACIFIC,Unknown,68 miles east of Wallis Island,"S2N NAVY SCOUT PLANE WENT DOWN, E.H. ALMOND & LIEUT A.G. READING IN WATER",M,Unknown,Y,Unknown,Unknown
4676,14-May-1943,1943,Uncertain,AUSTRALIA,Queensland,Off Brisbane,HOSPITAL SHIP CENTAUR TORPEDOED & SUNK BY THE JAPANESE SUBMARINE I-177,M,F,Y,After 04h00,Unknown
4677,Reported 01-May-1943,1943,Uncertain,INDIAN OCEAN,Unknown,Unknown,SHIP TORPEDOED 400 MILES OFF THE AFRICAN COAS. MAN WAS CLINGING TO HATCH COVER,M,Unknown,N,Unknown,BLUE SHARK
4678,5-Apr-1943,1943,Uncertain,USA,Hawaii,"3 miles from shore off McGregor Point, Maui",SWIMMING/DIVING,M,Unknown,Unknown,Unknown,Unknown
4679,21-Mar-1943,1943,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,"North Beach, Durban",SWIMMING/DIVING,M,31,Y,16h10,Unknown
4680,14-Mar-1943,1943,Uncertain,SIERRA LEONE,Unknown,Unknown,"THE 21,516-TON TROOPSHIP EMPRESS OF CANADA TORPEDOED AND SUNK BY THE ITALIAN SUBMARINE LEONARDO DA VINCI",Unknown,Unknown,Y,Unknown,Unknown
4681,02-Mar-1943,1943,Uncertain,BRAZIL,Unknown,Near the Abrolhos Archipelago ,THE 3540-TON ALFONSO PENNA WAS TORPEDOED & SUNK BY THE ITALIAN SUBMARINE BARBARIGO,Unknown,Unknown,Y,19h00,Unknown
4682,02-Mar-1943 to 07-Mar-1943,1943,Uncertain,PAPUA NEW GUINEA,Morobe Province, Huon Gulf,"KNOWN AS THE BATTLE OF THE BISMARCK SEA :  8 JAPANESE DESTROYERS GUARDING A CONVOY OF 8 TRANSPORTS WERE ATTACKED BY 129 ALLIED FIGHTERS, 207 BOMBERS & 3 SQUADRONS OF THE ROYAL AUSTRALIAN AIR FORCE. ",Unknown,Unknown,Y,Unknown,Unknown
4683,26-Jan-1943,1943,Uncertain,PACIFIC OCEAN,Northwest of Papua New Guinea,Unknown,THE USS WAHOO TORPEDOES & SANK THE JAPANESE TROOP TRANSPORT BUYO MARU,M,Unknown,Y,Unknown,Unknown
4684,Summer 1943,1943,Unprovoked,MEXICO,Veracruz,"Villa del Mar Beach, Veracruz",SWIMMING/DIVING,Unknown,Unknown,Y,Unknown,Unknown
4685,1943,1943,Unprovoked,SOLOMON ISLANDS,Unknown,Guadalcanal,SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
4686,1943,1943,Unprovoked,IRAQ,Unknown,River Tigris,SWIMMING/DIVING,M,22,N,Unknown,Unknown
4687,Fall 1943,1943,Unprovoked,USA,Hawaii,"Midway Island, Northwestern Hawaiian Islands",FISHING,M,Unknown,N,Unknown,SMALL SHARK
4689,1943,1943,Unprovoked,USA,Hawaii,"Midway, Northwestern Hawaiian Islands",UNKNOWN,M,Unknown,Unknown,Unknown,Unknown
4690,26-Dec-1942,1942,Unprovoked,AUSTRALIA,New South Wales,"Bantry Bay, near Ironstone Point, Middle Harbor, Sydney",DOG PADDLING OR STANDING,F,15,Y,10h50,BULL SHARK
4691,28-Nov-1942,1942,Uncertain,SOUTH AFRICA,KwaZulu-Natal,50 km off St. Lucia,U-177 TORPEDOED & SANK THE TROOPSHIP NOVA SCOTIA,M,Unknown,Y,09h30,WHITETIP SHARK
4692,25-Nov-1942,1942,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Umkomaas,SWIMMING/DIVING,M,38,N,Unknown,Unknown
4693,16-Nov-1942,1942,Uncertain,SOLOMON ISLANDS,Unknown,Battle of Guadalcanal,THROWN FROM DESTROYER WHEN SHELL HIT,M,19,N,Unknown,Unknown
4694,21-Nov-1942,1942,Uncertain,INDIAN OCEAN,Unknown,Bound from Cape Town for St. Helena,"ON 6-NOV-1942, THE GERMAN SUBMARINE U-68 SANK THE CITY OF CAIRO 5 DAYS FROM CAPE TOWN, SURVIVORS TOOK TO LIFEBOATS & RAFTS. ON THE 15TH DAY, A FIREMAN JUMPED OVER THE STERN & WAS TAKEN BY SHARKS",M,Unknown,Y,Unknown,Unknown
4695,13-Nov-1942,1942,Uncertain,SOLOMON ISLANDS,Unknown,Off Guadalcanal,SWIMMING/DIVING,M,Unknown,N,Unknown,Unknown
4696,13-Nov-1942,1942,Uncertain,SOLOMON ISLANDS / VANUATU,Unknown,"North of Guadalcanal, Solomon Islands while enroute to Vanuatu",EXPLOSION & SINKING OF THE USS JUNEAU AFTER BEING TORPEDOED BY THE SUBMARINE  I-85,M,Unknown,Y,11h01 -time of ship sinking,Unknown
4697,12-Nov-1942,1942,Uncertain,SOLOMON ISLANDS,Unknown,Off Savo Island,UNKNOWN,M,Unknown,Y,Unknown,Unknown
4698,01-Nov-1942,1942,Unprovoked,SOUTH AFRICA,Western Cape Province,Clifton,SWIMMING/DIVING,M,18,Y,12h30,WHITE SHARK
4699,Nov-1942,1942,Provoked,PACIFIC OCEAN,Between Hawaii and U.S.A.,Unknown,IN RUBBER DINGHY WITH CAPTAIN EDDIE RICKENBACKER FOR 21 DAYS. ,M,Unknown,N,Unknown,Unknown
4700,Nov-1942,1942,Uncertain,Unknown,Off South American coast,Unknown,"DUTCH MERCHANT SHIP ZAANDAM TORPEDOED  BY THE U-174 AMIDSHIPS, SANK & DOZENS OF SURVIVORS TOOK TO RAFTS & BOATS. ONE MAN, IZZI, WHO DRIFTED 83 DAYS ON A RAFT RELATED THAT SHARKS ATTACKED MANY MEN IN THE WATER WHEN THE SHIP WENT DOWN",M,Unknown,Y,Unknown,Unknown
4701,12-Oct-1942,1942,Uncertain,SOLOMON ISLANDS,Makora-Ulawa Province,Cape Esperance (near Savo Islands),"HIS SHIP, THE US DESTROYER DUNCAN DD 485, HAD BEEN  SUNK BY CROSSFIRE FROM JAPANESE WARSHIPS. HE WAS WEARING A KAPOK LIFEJACKET & USING 2 ALUMINUM POWDER TINS FOR FLOATATION  ",M,25,N,Unknown,Unknown
